Tweet,Message/tweets,match,polarity
1126,RT A pair of students at Dalhousie University are hoping to inspire women to run for office while recognizing the efforts and effect that their predecessors have had on Canadas Ocean Playground NSpoli,inspire,Positive
1127,A pair of students at Dalhousie University are hoping to inspire women to run for office while recognizing the efforts and effect that their predecessors have had on Canadas Ocean Playground NSpoli,inspire,Positive
1128,RT Are you a mom who lives in NS NB or PEI Have you given birth in the past 6 months Researchers at Dalhousie University are interested in learning about what types of information you look for and where you find it related to the birth of your child Find out more,,Neutral
1129,Valerie Wise is visiting the Schulich School of Law at Dalhousie University presenting about careers in health law and bringing greetings from the CBA,,Neutral
1130,RT As a Canadian I have more confidence in Donald Trump and the USA to look after my well being than I do Trudeau and,confidence,Positive
1131,Well this is one way to StopDairy COVID19 CoronaVirusCanada,,Neutral
1132,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online course,,Neutral
1133,Air Canada Signature Suite is gorgeous YVR International Departures,gorgeous,Positive
1134,RT To put US covid19 testing failure in context Canada has now tested more than 7600 people over a 1000 more th,failure,Negative
1135,Looking for a summer camp Dalhousie University offers many different types of camps in the summer including our Junior University Health science camp offered to Indigenous youthTo learn more about the camps check out the link below,,Neutral
1136,RT Molecules Special Issue Flavonoids and Their Disease Prevention and Treatment PotentialSubmissions by July 17 Edited by Prof Vasantha Rupasinghe Dalhousie University Canada MoleculesMDPI Flavonoids ChronicDiseases MetabolicDiseases,,Neutral
1137,Recognized in NS Legislature the SHIFT Equity Conference Equity Accessibility Public Spaces on Mar 6 amp 7 free Organized annually by Dalhousie University School of Planning students Shift The Dalhousie School of Planning Conference nsleg,free,Positive
1138,RT Starting tonight try to catch one of the special events this week for the The Impossible Museum exhibit at the Thomas McCulloch Museum at Dalhousie University featuring objects related to McCulloch from our cultural amp natural history collections,,Neutral
1139,Starting tonight try to catch one of the special events this week for the The Impossible Museum exhibit at the Thomas McCulloch Museum at Dalhousie University featuring objects related to McCulloch from our cultural amp natural history collections,,Neutral
1140,Supply amp Install Fixed Seating amp Furniture Psychology Life Sciences Centre Dalhousie University nsmash,,Neutral
1141,GHGGuru eat ImpossibleFoods In Canada demand for dairy fats is raising by 23 probably because of the ketoeffect since 26 of Canadians are doing keto or thinking of doing it per Dalhousie University survey Canadians are not buying the EATLancet and the vegan propganda,,Neutral
1142,Gstordalen ImpossibleFoods GoodFoodInst EATforum In Canada 26 of the population is keto or thinking about keto per Dalhousie University survey The demand for dairy fats is raising by 23 in Canada because of keto So yeah keep dreaming In Canada 1 vegans versus 26 keto Animal source foods are the future,,Neutral
1143,RT CTVAnchor interviews one of our leading experts on viruses and how they behave Dr Todd Hatchette is service chief division of microbiology Department Of Pathology And Laboratory Medicine at Dalhousie University COVID19,leading,Positive
1144,CTVAnchor interviews one of our leading experts on viruses and how they behave Dr Todd Hatchette is service chief division of microbiology Department Of Pathology And Laboratory Medicine at Dalhousie University COVID19,leading,Positive
1145,RT Listen now to episode two of our new marinetechtalk podcast with Jude Van der Meer Glider Technician Dalhousie University CEOTR Team Click here gt and on iTunes or anywhere you get your podcaststeledynemarine marinetechtalk podcastlife,,Neutral
1146,Looking for indoor and outdoor AirQuality assessment Contact DalhousieUs Health and Environments Research Centre NASAEarthData SOCAARUofT ELSenviron stylergroup GovCanHealth aerosolscience envirotech cleantech,,Neutral
1147,Listen now to episode two of our new marinetechtalk podcast with Jude Van der Meer Glider Technician Dalhousie University CEOTR Team Click here gt and on iTunes or anywhere you get your podcaststeledynemarine marinetechtalk podcastlife,,Neutral
1148,RT Want to learn more about our partnership with Dalhousie University Come to our Open House on March 20 and learn about our relationship while experiencing what its like to study on both campuses,like,Positive
1149,Want to learn more about our partnership with Dalhousie University Come to our Open House on March 20 and learn about our relationship while experiencing what its like to study on both campuses,like,Positive
1150,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British,good,Positive
1151,RT kaylaeferguson This is such a minor inconvenience lol The university doesnt have a choice Be thankful you aren,inconvenience,Negative
1152,All practices games and championships cancelled as of March 12 The OWHA just announcedHockey Canada Board of D,,Neutral
1153,AtomicMI6 canukcookie And dont forget the speaking engagement at Dalhousie university,,Neutral
1154,Dalhousie Reading Circle Reclaiming Power and Place The Final Report of the National Inquiry into Missing and Murdered Indigenous Women and Girls Dalhousie University MORE w EcoSearch news web,,Neutral
1155,Womens rights as HumanRights Understanding the struggle for equality Dalhousie University MORE w EcoSearch news web,struggle,Negative
1156,RT Episode two of our marinetechtalk podcast is now available Thank you to Jude Van der Meer Glider Technician Dalhousie University CEOTR Team for joining us on the show Listen as we discuss identifying and protecting whales with gliders Click here,available,Positive
1157,RT Registration Now Open for OFPAs 62nd Annual Spring Technical Meeting visit MEET ONE OF OUR SPEAKERS Dr Sylvain Charlebois Sr Director AgriFood Analytics Lab at Dalhousie UniversityTOPIC Benchmarking Canadas SFCR with the Global Industry,,Neutral
1158,Registration Now Open for OFPAs 62nd Annual Spring Technical Meeting visit MEET ONE OF OUR SPEAKERS Dr Sylvain Charlebois Sr Director AgriFood Analytics Lab at Dalhousie UniversityTOPIC Benchmarking Canadas SFCR with the Global Industry,,Neutral
1159,RT kungfuzombie TPostMillennial MarSos75 Probably the same idiots that had Omar Khadr speak at Dalhousie university a month agoTrudeauMustGo PlaidArmy,idiots,Negative
1160,Episode two of our marinetechtalk podcast is now available Thank you to Jude Van der Meer Glider Technician Dalhousie University CEOTR Team for joining us on the show Listen as we discuss identifying and protecting whales with gliders Click here,available,Positive
1161,kungfuzombie TPostMillennial MarSos75 Probably the same idiots that had Omar Khadr speak at Dalhousie university a month agoTrudeauMustGo PlaidArmy,idiots,Negative
1162,RT The only inperson BAC consultation for DalhousieU this year is at 1230 tomorrow Its in a very small room so get there early if you can attend If you cant attend email BACdalca before 18 March Context dalfacultyassoc,,Neutral
1163,srbaker Ed Broadbent was an honorary doctorate recipient and the keynote speaker when I graduated from Dalhousie University in 1990 Afterward he took the time to mingle at the reception meet and chat with the grads shake hands and take photos A great guy,shake,Negative
1164,RT Fellow academics take note No pressure,,Neutral
1165,RT Hockey Canada Season Ends AJHL Playoffs Postponed The Hockey Canada Board of Directors has made the decision to,,Neutral
1166,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
1167,Dear Ms Corona V Im gonna need you to chill out I work at a university and am not benefiting from school closur,chill,Negative
1168,RT GUYS MY THESIS GOT ACCEPTED FOR A CONFERENCE IN VANCOUVER CANADA KINIKILIG AKO SOBRA,,Neutral
1169,RT A new COVID19 assessment centre opened today in Halifax Those who have travelled out of country and who develop a fever of 38C or higher andor cough should call 811 Do not go to an assessment centre without being referred by 811,fever,Negative
1170,itsDaadnotDad clearingfog Last Tango in Halifax was great Love the British shows,great,Positive
